comment,label,comment_length,comment_cleaned
اون عکسی که تو منو گذاشته بود خیلی متفاوت بود با پیتزایی که اوردن. نازک و کوچک و کم مواد.. اصلا قابل‌مقایسه نبود. در ضمن قیمتش اصلا به کیفیتش نمی‌ارزید. گرون بود.,0,162,اون عکسی که تو منو گذاشته بود خیلی متفاوت بود با پیتزایی که اوردن نازک و کوچک و کم مواد اصلا قابلمقایسه نبود در ضمن قیمتش اصلا به کیفیتش نمیارزید گرون بود
ممنون از سفیران اسنپ (پیک‌ها) بسیار مودب هستند,1,46,ممنون از سفیران اسنپ پیکها بسیار مودب هستند
من با ۴۰ در صد تخفیف خریدم ولی بازم به نظرم نسبت به حجمش قیمتش مناسب نبود ۱ ساعت تاخیر داشت ولی در کل کیفیت بد نبود پیگیری اسنپ هم خوب بود,0,138,من با  در صد تخفیف خریدم ولی بازم به نظرم نسبت به حجمش قیمتش مناسب نبود  ساعت تاخیر داشت ولی در کل کیفیت بد نبود پیگیری اسنپ هم خوب بود
اصلا خوب نبود، کالباس خیلی کم چیپس خیلی کم بود و کمی سس قبلا هایدا خیلی بهتر بود,0,80,اصلا خوب نبود کالباس خیلی کم چیپس خیلی کم بود و کمی سس قبلا هایدا خیلی بهتر بود
تحویل سفارش من از ۶ مورد ۱ موردش اشتباه بود ولی بقیه اکی بود و مشکلی هم برای تاریخ انقضا نداشتند,1,96,تحویل سفارش من از  مورد  موردش اشتباه بود ولی بقیه اکی بود و مشکلی هم برای تاریخ انقضا نداشتند
عالی خیلی خوشمزه بود واقعا راضی بودم,1,36,عالی خیلی خوشمزه بود واقعا راضی بودم
خوب بود فقط یکم خمیر شده بود,1,28,خوب بود فقط یکم خمیر شده بود
کیفیت نارنگی و پرتغال خوب نبود، میوه تازه‌ای نبود,0,49,کیفیت نارنگی و پرتغال خوب نبود میوه تازهای نبود
مخلوط گوشت و مرغ سفارش دادم، غضروف و استخوان مرغ داخلش مونده بود، گوشت هم اصلا خوب نبود، واقعا متاسفم,0,101,مخلوط گوشت و مرغ سفارش دادم غضروف و استخوان مرغ داخلش مونده بود گوشت هم اصلا خوب نبود واقعا متاسفم
غذا گرم و خوشمزه بود سریع هم رسید,1,33,غذا گرم و خوشمزه بود سریع هم رسید
هات داگ عالی بود ولی ژامبون تنوری میزان ژامبونش واقعا کم بود.,1,61,هات داگ عالی بود ولی ژامبون تنوری میزان ژامبونش واقعا کم بود
هات داگ مکزیکن روش طبخ‌اش اینه که سوخته بشه!؟!؟!!؟؟,1,51,هات داگ مکزیکن روش طبخاش اینه که سوخته بشه
به شدت چرب بود به طوری که کاغذ دور ساندویچ پر از روغن بود و ازش روغن میچکید,0,75,به شدت چرب بود به طوری که کاغذ دور ساندویچ پر از روغن بود و ازش روغن میچکید
سلام بیشتر برا بچه‌ها خوبه تا بزگ سال‌ها دوتا باید بوخوری تا سیر بشی,0,68,سلام بیشتر برا بچهها خوبه تا بزگ سالها دوتا باید بوخوری تا سیر بشی
من ۳ جعبه شیرینی سفارش دادم. کیفیت شیرینی نسبتا خوب و تازه بود ولی متاسفانه در حمل شیرینی دقت نشده بود و ۲ جعبه کاملا خراب‌شده بود و شیرینی‌ها برای مهمان قابل‌استفاده نبود.,0,172,من  جعبه شیرینی سفارش دادم کیفیت شیرینی نسبتا خوب و تازه بود ولی متاسفانه در حمل شیرینی دقت نشده بود و  جعبه کاملا خرابشده بود و شیرینیها برای مهمان قابلاستفاده نبود
از خرید راضی هستم ولی ما ۲ تا ساختمان با کوک فاصله داریم ۵۰۰۰ تومان هزینه پیک خیلی زیاده,0,88,از خرید راضی هستم ولی ما  تا ساختمان با کوک فاصله داریم  تومان هزینه پیک خیلی زیاده
خیلی خیلی عالی و خوب بود واقعا حرف نداره,1,40,خیلی خیلی عالی و خوب بود واقعا حرف نداره
آب آناناس اصلا خوب نبود کاملا پر از یخ بود و مزه آبمیوه طبیعی نمی‌داد چرا با یخ میکس کرده بودید شیر موز هم خوب نبود گفته بودم شکر اضافه نکنین اما اصلا توجه نکرده بودید همیشه خوب بود چرا این بار اینجوری سفرشو انجام دادین,0,219,آب آناناس اصلا خوب نبود کاملا پر از یخ بود و مزه آبمیوه طبیعی نمیداد چرا با یخ میکس کرده بودید شیر موز هم خوب نبود گفته بودم شکر اضافه نکنین اما اصلا توجه نکرده بودید همیشه خوب بود چرا این بار اینجوری سفرشو انجام دادین
همه چیز بسیار خوش‌طعم و تازه بود,1,32,همه چیز بسیار خوشطعم و تازه بود
مرغ سوخاری کاملا مانده بود و خشک‌شده بود ولی سیب‌زمینی کنارش بسیار عالی بود,0,75,مرغ سوخاری کاملا مانده بود و خشکشده بود ولی سیبزمینی کنارش بسیار عالی بود
یه ستاره که هیچی نیمم زیاده اون از برنج اون از کباب اونم از جوجه فقط از نوشابش رازی بودم,0,88,یه ستاره که هیچی نیمم زیاده اون از برنج اون از کباب اونم از جوجه فقط از نوشابش رازی بودم
طعم خوبی داشت. ممنون از ارسال به موقع.,1,38,طعم خوبی داشت ممنون از ارسال به موقع
شیرینی‌ها نسبت به دفعه قبل تنوع کمتری دلشت و مونده بود آبروم رفت,0,64,شیرینیها نسبت به دفعه قبل تنوع کمتری دلشت و مونده بود آبروم رفت
سفارش بعد از ۲ ساعت تحویل داده شد که زمان ناهار بود دیگه نه صبحانه لاته نصفش ریخته بود و لیوان کاغذی خیس بود,0,108,سفارش بعد از  ساعت تحویل داده شد که زمان ناهار بود دیگه نه صبحانه لاته نصفش ریخته بود و لیوان کاغذی خیس بود
سفارش من از این سوپرمارکت اشتباهی به مشتری دیگری تحویل داده‌شده است,0,67,سفارش من از این سوپرمارکت اشتباهی به مشتری دیگری تحویل دادهشده است
کیفیت چیکن استریپس‌های این رستوران پایین آمده است.,0,50,کیفیت چیکن استریپسهای این رستوران پایین آمده است
سفارش من نسکافه معمولی بود ولی نسکافه بدون شکر ارسال کردن که اصلا قابل خوردن نیست.,1,82,سفارش من نسکافه معمولی بود ولی نسکافه بدون شکر ارسال کردن که اصلا قابل خوردن نیست
شیرینی کهنه و خامه وسط شیرینی لطیفه یخ‌زده بود … واقعا ناراحت‌کننده است,0,71,شیرینی کهنه و خامه وسط شیرینی لطیفه یخزده بود  واقعا ناراحتکننده است
ممنون از پیک خیلی خوبتون. واقعا سیب‌زمینی حجم کمی داره واقعا ۱۱۰۰۰ تومن نمی‌ارزه. همینطور پیتزا.,0,96,ممنون از پیک خیلی خوبتون واقعا سیبزمینی حجم کمی داره واقعا  تومن نمیارزه همینطور پیتزا
شکلات شیرین عسل که ۲ تا سفارش دادم رو برام نیوردن,0,49,شکلات شیرین عسل که  تا سفارش دادم رو برام نیوردن
کیفیت پیتزا مثل همیشه نبود,0,26,کیفیت پیتزا مثل همیشه نبود
ممنون از سرعت و دقت در ارسال کالاها,1,35,ممنون از سرعت و دقت در ارسال کالاها
طعم شیرینی خوب بود ولی در حمل اینقدر گویا جعبه شیرینی حرکت کرده بود که کل رولت‌ها در هم چسبیده و بعضا چرخیده بودند و شبیه یک کیک شده بودند!! اصلا یک وضعی نگم برات! خب اسسنپ بگو حمل کنندگان شیرینی یکم وسواس بیشتری داشته باشند!,0,225,طعم شیرینی خوب بود ولی در حمل اینقدر گویا جعبه شیرینی حرکت کرده بود که کل رولتها در هم چسبیده و بعضا چرخیده بودند و شبیه یک کیک شده بودند اصلا یک وضعی نگم برات خب اسسنپ بگو حمل کنندگان شیرینی یکم وسواس بیشتری داشته باشند
حجم ساندویچ واقعا عالی و زیاد بود. قیمت با تخفیف واقعا می‌ارزید. سرعت ارسال هم خوب بود. فقط یک مقدار نمک غذا زیاد بود,1,117,حجم ساندویچ واقعا عالی و زیاد بود قیمت با تخفیف واقعا میارزید سرعت ارسال هم خوب بود فقط یک مقدار نمک غذا زیاد بود
عالی بود دستتون درد نکنه از پیک هم تشکر می‌کنم، آب انبه دفعه قبل غلیظ‌تر بود ولی در هر صورت آب هویج و انبه اینجارو خیلی دوست دارم,1,129,عالی بود دستتون درد نکنه از پیک هم تشکر میکنم آب انبه دفعه قبل غلیظتر بود ولی در هر صورت آب هویج و انبه اینجارو خیلی دوست دارم
دوباره داره خوب میشه کیفیت …,1,28,دوباره داره خوب میشه کیفیت
طبق معمول قدیمیترین و بیات‌ترین شیرینی موجود در مغازه رو فرستادن. متاسفانه یادم رفته بود دفعه قبل هم اینکارو کرده بودن …,0,120,طبق معمول قدیمیترین و بیاتترین شیرینی موجود در مغازه رو فرستادن متاسفانه یادم رفته بود دفعه قبل هم اینکارو کرده بودن
ما چند بار از شاهو غذا تهیه کردیم این بار هم مثل همیشه خوشمزه بود و به موقع رسید و غذا گرم بود. ممنون,1,101,ما چند بار از شاهو غذا تهیه کردیم این بار هم مثل همیشه خوشمزه بود و به موقع رسید و غذا گرم بود ممنون
دفعه هست که سالاد همراه غذا ارسال نمیشه در حال اینکه افزایش قیمت چشمگیرم اعمال‌شده,0,82,دفعه هست که سالاد همراه غذا ارسال نمیشه در حال اینکه افزایش قیمت چشمگیرم اعمالشده
مزه شله قلم کار نمی‌داد و قطعا اخرین سپارش از این رستوران بود,0,61,مزه شله قلم کار نمیداد و قطعا اخرین سپارش از این رستوران بود
سیمیتاش عالیه خیلی تازه و خوشمزس مرسی واقعا,1,43,سیمیتاش عالیه خیلی تازه و خوشمزس مرسی واقعا
کجای این بندری بود؟!! سوسیس بود فقط! با مخلفات ناچیز بطوریکه فقط مزه سوسیس می‌داد، نه بندری,0,91,کجای این بندری بود سوسیس بود فقط با مخلفات ناچیز بطوریکه فقط مزه سوسیس میداد نه بندری
بهترین مرغ اسپایسی حال حاضر تهران هستید,1,39,بهترین مرغ اسپایسی حال حاضر تهران هستید
ناراضی ساعت ۱۲ سفارش دادم ۲ اومد,0,32,ناراضی ساعت  سفارش دادم  اومد
کیک شبیه عکس انتخابی نبود,0,25,کیک شبیه عکس انتخابی نبود
همه چی عالی مثل همیشه,1,21,همه چی عالی مثل همیشه
جعبه پیتزا فشرده‌شده بود و پیتزا داغ (گویا بر اثر ترمز شدید) به سمت چپ منتقل و له‌شده بود. متاسفانه اشتهای من بر اثر دیدن پیتزای له‌شده از بین رفت!,0,147,جعبه پیتزا فشردهشده بود و پیتزا داغ گویا بر اثر ترمز شدید به سمت چپ منتقل و لهشده بود متاسفانه اشتهای من بر اثر دیدن پیتزای لهشده از بین رفت
از طعم برگر زیاد راضی نبودم اما واقعا سیب‌زمینی با سس پنیر خوشمزه‌ای بود. خیلی خوش‌طعم و خوش نمکه.,1,98,از طعم برگر زیاد راضی نبودم اما واقعا سیبزمینی با سس پنیر خوشمزهای بود خیلی خوشطعم و خوش نمکه
پیتزا آروستو خیلی خوشمزه بود. ولی نسبت به ابعادش گرون بود و حدود یه ساعت طول کشید تا آماده شه و به دستم برسه. وقتی آماده شد پیک سریع رسوند ولی خیلی دیر آماده شد,0,160,پیتزا آروستو خیلی خوشمزه بود ولی نسبت به ابعادش گرون بود و حدود یه ساعت طول کشید تا آماده شه و به دستم برسه وقتی آماده شد پیک سریع رسوند ولی خیلی دیر آماده شد
کیفیت مطلوب بود و گرم تحویل شد. در ساعت اوج شلوغی با وجود اینکه زمان تقریبی ۵۰ دقیقه اعلام‌شده بود ظرف ۲۷ دقیقه به دستم رسید پیشنهاد می‌کنم حتما برای یکبار هم که شده امتحان کنید قطعا پشیمون نمیشید.,1,197,کیفیت مطلوب بود و گرم تحویل شد در ساعت اوج شلوغی با وجود اینکه زمان تقریبی  دقیقه اعلامشده بود ظرف  دقیقه به دستم رسید پیشنهاد میکنم حتما برای یکبار هم که شده امتحان کنید قطعا پشیمون نمیشید
هفته‌ای حداقل یه بار دارم این غذا رو سفارش میدم، عاولیه وحشتناک ^ ^,1,67,هفتهای حداقل یه بار دارم این غذا رو سفارش میدم عاولیه وحشتناک
ممنون از پیک که خیلی مرتب رسوندن دست ما و چیز کیک تعدادو زده بود حدود ۲۰ تا که فقط ۱۱ تا بود درکل خوب بود ممنون,1,111,ممنون از پیک که خیلی مرتب رسوندن دست ما و چیز کیک تعدادو زده بود حدود  تا که فقط  تا بود درکل خوب بود ممنون
شیرینی مخلوط دانمارکی سفارش داده بودم ولی همش یه نوع بود.,0,57,شیرینی مخلوط دانمارکی سفارش داده بودم ولی همش یه نوع بود
همیشه کیفیت عالیه توی بهترین بسته بندی و با ارسال سریع,1,54,همیشه کیفیت عالیه توی بهترین بسته بندی و با ارسال سریع
واقعا باورم نمی‌شد به این سرعت خریدم ب دستم برسه ممنونم هم از فروشگاه هم از اسنپ. بسیار عالی,1,92,واقعا باورم نمیشد به این سرعت خریدم ب دستم برسه ممنونم هم از فروشگاه هم از اسنپ بسیار عالی
علاوه اینکه خیلی این سالاد خوشمزه‌ست، پیک‌تون خوش اخلاق‌ترین و بهترین پیک دنیا بود,1,82,علاوه اینکه خیلی این سالاد خوشمزهست پیکتون خوش اخلاقترین و بهترین پیک دنیا بود
فلفل دلمه‌های رنگی تازه نبود پلاسیده بود,1,40,فلفل دلمههای رنگی تازه نبود پلاسیده بود
) ران بسیار کهنه و خورد نشده بود,0,32,ران بسیار کهنه و خورد نشده بود
خیلی بد بود سیب‌زمینی که اورده بودن معلوم بود مال قبل خیلی کیفیت پایین که بچه اصلا نخورد ساندویچ هم همینطور بی‌کیفیت دیگه نمی‌خرم,0,129,خیلی بد بود سیبزمینی که اورده بودن معلوم بود مال قبل خیلی کیفیت پایین که بچه اصلا نخورد ساندویچ هم همینطور بیکیفیت دیگه نمیخرم
فیله‌ها چرب بودن و ازش روغن چکه می‌کرد,0,38,فیلهها چرب بودن و ازش روغن چکه میکرد
خیلی سرد بود، فک کنم کهنه بود,0,29,خیلی سرد بود فک کنم کهنه بود
عالی مثل همیشه کیفیت و حجم عالی,1,31,عالی مثل همیشه کیفیت و حجم عالی
دفعه دوم هست که مرغ سفارش دادم و مرغ خام بوده,0,45,دفعه دوم هست که مرغ سفارش دادم و مرغ خام بوده
حجم غذا خوب بود اما کیفیت به هیچ عنوان,0,38,حجم غذا خوب بود اما کیفیت به هیچ عنوان
املت بسیار سرد بود,0,18,املت بسیار سرد بود
خیلی سفت بود و به بستنی بیشتر نزدیک بود.,1,40,خیلی سفت بود و به بستنی بیشتر نزدیک بود
کلنل برگر ژامبون نداشت. گوشت چیزبرگر بو می‌داد,0,46,کلنل برگر ژامبون نداشت گوشت چیزبرگر بو میداد
پیتزا فورماجیو شما عالیه واقعا لذت بردم ازش سیر و استیک هم خوب بود اون سس سیر کنار پیتزا هم طعم عالی داست متشکرم ازتون,1,118,پیتزا فورماجیو شما عالیه واقعا لذت بردم ازش سیر و استیک هم خوب بود اون سس سیر کنار پیتزا هم طعم عالی داست متشکرم ازتون
هم برگر و هم ساندویچ کاملا سرد به دست ما رسید,0,45,هم برگر و هم ساندویچ کاملا سرد به دست ما رسید
قیمت یکم زیاده ولی خوشمزه است,1,29,قیمت یکم زیاده ولی خوشمزه است
یک سالاد شیرازی کمتر ارسال‌شده بود. در سفارش دو عدد سفارش و فاکتور شده بود.,0,75,یک سالاد شیرازی کمتر ارسالشده بود در سفارش دو عدد سفارش و فاکتور شده بود
آب بستنی بود نه شیرموز,0,22,آب بستنی بود نه شیرموز
پیتزا بسیار بد و بی‌کیفیت بود، کیفیت ژامبون بسیار پایین و همش ژامبون مرغ بود. اصلا از سفارشم راضی نبودم و از پیتزا سیب توقع تحویل چنین پیتزای بی کیفیتی نداشتم.,0,159,پیتزا بسیار بد و بیکیفیت بود کیفیت ژامبون بسیار پایین و همش ژامبون مرغ بود اصلا از سفارشم راضی نبودم و از پیتزا سیب توقع تحویل چنین پیتزای بی کیفیتی نداشتم
چیز کیکا فوق‌العاده مونده بود و ارزش نداشت ولی ماکارون و دونات و عالی بودن,1,74,چیز کیکا فوقالعاده مونده بود و ارزش نداشت ولی ماکارون و دونات و عالی بودن
خمیر پیتزا انگار مونده بود و بیات شده بود قبلا هم از شعبه دیگه سیب سفارش داده بودم اونا خوب بود ولی ایندفعه کیفیتش افت کرده بود,0,127,خمیر پیتزا انگار مونده بود و بیات شده بود قبلا هم از شعبه دیگه سیب سفارش داده بودم اونا خوب بود ولی ایندفعه کیفیتش افت کرده بود
گوشفیل اصلا تازه نبود.,0,22,گوشفیل اصلا تازه نبود
چند مورد از اقلامی که اصلا به خاطر اونها اقدام به سفارش کردم رو نداشتن و پولش به اعتبار حسابم اضافه شد در حالی که ترجیح می‌دادم پول رو نقد بهم تحویل بدن,1,152,چند مورد از اقلامی که اصلا به خاطر اونها اقدام به سفارش کردم رو نداشتن و پولش به اعتبار حسابم اضافه شد در حالی که ترجیح میدادم پول رو نقد بهم تحویل بدن
متاسفانه کیفیت غذاها به طور قابل توجهی کاهش پیدا کرده. دیگه به هیچ رستوران و فست فودی نمیشه اعتماد کرد …,0,104,متاسفانه کیفیت غذاها به طور قابل توجهی کاهش پیدا کرده دیگه به هیچ رستوران و فست فودی نمیشه اعتماد کرد
من قبلا ازشون برگر گرفته بودم و خوب بود. ولی این دفعه پیتزا متاسفانه خیلی بد بود. موادش فوق‌العاده بی‌کیفیت و نونش هم کهنه بود و خورد می‌شد. واقعا جا خوردم. سال‌ها بود پیتزا به این بدی نخورده بودم.,0,197,من قبلا ازشون برگر گرفته بودم و خوب بود ولی این دفعه پیتزا متاسفانه خیلی بد بود موادش فوقالعاده بیکیفیت و نونش هم کهنه بود و خورد میشد واقعا جا خوردم سالها بود پیتزا به این بدی نخورده بودم
طعم اصیل غذای ایرانی …. با تشکر از مدیریت محترم!,1,48,طعم اصیل غذای ایرانی  با تشکر از مدیریت محترم
به نظر من یکی از بهترین پیتزاهایی بود که تا حالا سفارش داده بودم، و ازشون به خاطر توجه به نظر مشتری، ممنونم.,1,108,به نظر من یکی از بهترین پیتزاهایی بود که تا حالا سفارش داده بودم و ازشون به خاطر توجه به نظر مشتری ممنونم
چرا اینجوری سرویس میدین؟؟! نوشابه نیاورد پیک,1,44,چرا اینجوری سرویس میدین نوشابه نیاورد پیک
کیفیت بی‌نظیر بود منتها پیک تا دم درب اپارتمان نمیارن,1,53,کیفیت بینظیر بود منتها پیک تا دم درب اپارتمان نمیارن
هم خورشت هم برنج بسیار بسیار چرب بود برنجش ایرانی نبود,0,54,هم خورشت هم برنج بسیار بسیار چرب بود برنجش ایرانی نبود
به موقع و زودتر از تایم لحاظ شده بدستم رسیده,1,44,به موقع و زودتر از تایم لحاظ شده بدستم رسیده
کیفیت معمولی بود حجم و مقداری ک نوشتید فکر کنم اشتباهه برخورد پیکتون هم خیلی مودبانه بود,1,88,کیفیت معمولی بود حجم و مقداری ک نوشتید فکر کنم اشتباهه برخورد پیکتون هم خیلی مودبانه بود
پرپروک خدایی عالیه فقط یه کم توی قیمت هوای مشتری رو کمتر داره، البته باید پذیرفت که غذای خوب مواد خوب میخاد و گرونتر در میاد ولی خداییش مثلا مالیاتی که می‌گیرند دیگه درست نیست,1,175,پرپروک خدایی عالیه فقط یه کم توی قیمت هوای مشتری رو کمتر داره البته باید پذیرفت که غذای خوب مواد خوب میخاد و گرونتر در میاد ولی خداییش مثلا مالیاتی که میگیرند دیگه درست نیست
بانک غذا اخیرا شدیدا افت کیفیت داشته. از نظر تازگی غذا، مزه، دور چین و حتی نوع بسته بندی و اقلام همراه. حتی قابل قیاس با شش ماه قبل خودشون هم نیستن.,0,148,بانک غذا اخیرا شدیدا افت کیفیت داشته از نظر تازگی غذا مزه دور چین و حتی نوع بسته بندی و اقلام همراه حتی قابل قیاس با شش ماه قبل خودشون هم نیستن
اب طالبی بجای یک لیتری دردوبطری نیم لیتری اوردن که خودشونم زنگ زدن که بطری یه لیتریشون تموم شده بوده ولی نیم لیتری هاهم سرش خالی بود,0,132,اب طالبی بجای یک لیتری دردوبطری نیم لیتری اوردن که خودشونم زنگ زدن که بطری یه لیتریشون تموم شده بوده ولی نیم لیتری هاهم سرش خالی بود
من کیک بارنیتا کاکائویی سفارش دادم، پرتقالی شو فرستادن من پرتقالی متنفرم,0,72,من کیک بارنیتا کاکائویی سفارش دادم پرتقالی شو فرستادن من پرتقالی متنفرم
بسیار خوشپخت و خوشمزه بود. برنج، مرغ و مواد استفاده‌شده کیفیت خوبی داشت. بسته بندی هم شیک و مرتب بود.,1,101,بسیار خوشپخت و خوشمزه بود برنج مرغ و مواد استفادهشده کیفیت خوبی داشت بسته بندی هم شیک و مرتب بود
متاسفانه کیفیت به شدت افت کرده. به نظر موادش مونده بود. از پرپروک واقعا بعید بود …,0,82,متاسفانه کیفیت به شدت افت کرده به نظر موادش مونده بود از پرپروک واقعا بعید بود
سوخاریش همش ران بود خوب چرا؟؟؟؟,0,31,سوخاریش همش ران بود خوب چرا
خیلی عالی بود و خیلی زود هم ارسال شد.,1,37,خیلی عالی بود و خیلی زود هم ارسال شد
کیفیت غذا بسیار پایین بود! مرغ خشک بود و بو می‌داد!!,0,52,کیفیت غذا بسیار پایین بود مرغ خشک بود و بو میداد
عالی و سریع بدون هیچ مشکلی,1,26,عالی و سریع بدون هیچ مشکلی
من واقعا طعم چیز کیکشو دوست نداشتم شایدم واقعا سیلقه‌ای باشه ولی من دوسش نداشتم. تحویل و پیک و سالم رسیدن شیرینیا همه اوکی بودن و مشکلی نبود,0,140,من واقعا طعم چیز کیکشو دوست نداشتم شایدم واقعا سیلقهای باشه ولی من دوسش نداشتم تحویل و پیک و سالم رسیدن شیرینیا همه اوکی بودن و مشکلی نبود
اصلا مثل قدیم نیست خیلی کیفیتش پابین اومده بهتره تو توضبحات چیزی ننویسید چوت براشون فرقی نمیکنه,0,95,اصلا مثل قدیم نیست خیلی کیفیتش پابین اومده بهتره تو توضبحات چیزی ننویسید چوت براشون فرقی نمیکنه
بال کبابی و جوجه هر دو بوی زهار مرغ رو داشت. من تا بحال چنین غذایی نخورده بودم. با کمال احترام ولی جوجه اصلا کیفیت نداشت.,0,121,بال کبابی و جوجه هر دو بوی زهار مرغ رو داشت من تا بحال چنین غذایی نخورده بودم با کمال احترام ولی جوجه اصلا کیفیت نداشت
واقعا بدون طعم ومزه و بی‌کیفیت,0,30,واقعا بدون طعم ومزه و بیکیفیت
بسیار خوش‌طعم و مناسب بود و به موقع تحویل داده شد متشکرم,1,56,بسیار خوشطعم و مناسب بود و به موقع تحویل داده شد متشکرم
غذا بعد ۱:۳۰ رسید، کاملا سرد بود,1,32,غذا بعد  رسید کاملا سرد بود
تخم‌مرغی که سفارش داده بودم دوعدد شکسته بود,0,43,تخممرغی که سفارش داده بودم دوعدد شکسته بود
عدس پلو خیلی عالی بود,1,21,عدس پلو خیلی عالی بود
سلام همه چی خوب بود پیک هم خوش‌برخورد و مودب بودن ارزش هزینه ایی که پرداخت کردم داشت,1,84,سلام همه چی خوب بود پیک هم خوشبرخورد و مودب بودن ارزش هزینه ایی که پرداخت کردم داشت
ارسال سریع و کیفیت خوب غذا و پیک بسیار مودب بود. ممنون,1,54,ارسال سریع و کیفیت خوب غذا و پیک بسیار مودب بود ممنون
کمی بی دقتی در ارسال سفارش‌ها بود که رسیدگی کردن، چون مراسم مهمی داشتیم کمی استرس گرفتم، اما عالی بود، ممنون,1,108,کمی بی دقتی در ارسال سفارشها بود که رسیدگی کردن چون مراسم مهمی داشتیم کمی استرس گرفتم اما عالی بود ممنون
ما مشتری شما هستیم و برای کار خودتان می‌گویم نسبت به دفعات گذشته از حجم فیله و کالباس کم شده بود و سس کچاب هم در بسته نبود … لطفا کیفیت را مثل همیشه حفظ کنید.,1,158,ما مشتری شما هستیم و برای کار خودتان میگویم نسبت به دفعات گذشته از حجم فیله و کالباس کم شده بود و سس کچاب هم در بسته نبود  لطفا کیفیت را مثل همیشه حفظ کنید
ژامبون ویژه سفارش داده بودم ولی ژامبون معمولی بدون قارچ و پنیر فرستادید!!!!!!!,1,78,ژامبون ویژه سفارش داده بودم ولی ژامبون معمولی بدون قارچ و پنیر فرستادید
سلام. عزیزم خیلی همه چی عالی بود. تازه و نرم و شکلاتی دلبرانه دوست داشتم. رول سیب هم فرح‌بخش و عطر آگین بود. از پیک‌های هم که سفارشات من رو می‌آورند هم سپاس گزارم خیلی خوش‌رو و مودب هستند. سپاس. سعیده آقاابراهیمی,1,212,سلام عزیزم خیلی همه چی عالی بود تازه و نرم و شکلاتی دلبرانه دوست داشتم رول سیب هم فرحبخش و عطر آگین بود از پیکهای هم که سفارشات من رو میآورند هم سپاس گزارم خیلی خوشرو و مودب هستند سپاس سعیده آقاابراهیمی
این سومین دفعه است که شیرینی سفارش میدم و تازه نیست، بعضی وقتها تازه‌ست و بعضی وقتها اصلا,1,89,این سومین دفعه است که شیرینی سفارش میدم و تازه نیست بعضی وقتها تازهست و بعضی وقتها اصلا
مقدار غذا بسیار کم بود و غذا کیفیت خوبی نداشت,0,45,مقدار غذا بسیار کم بود و غذا کیفیت خوبی نداشت
نیم کیلو شیرینی آلمانی رو در جعبه یک کیلویی ریخته بودن که باعث شده بود شیرینی‌ها در مسیر بهم بریزد و خرد شود. همین طور شیرینی‌های‌تر به شدت بیات و اصلا خوش‌مزه نبود. مناسفم از سولدوش انتظار بیشتری می‌رفت,0,203,نیم کیلو شیرینی آلمانی رو در جعبه یک کیلویی ریخته بودن که باعث شده بود شیرینیها در مسیر بهم بریزد و خرد شود همین طور شیرینیهایتر به شدت بیات و اصلا خوشمزه نبود مناسفم از سولدوش انتظار بیشتری میرفت
عالی بود، مرسی، خیلی هم زود تحویل دادن,1,38,عالی بود مرسی خیلی هم زود تحویل دادن
حجم ساندویچ بسیار بسیار کم بود,0,30,حجم ساندویچ بسیار بسیار کم بود
سلام. کیفیت زرشک پلو با مرغ بسیار پایین ا مده بود.,1,50,سلام کیفیت زرشک پلو با مرغ بسیار پایین ا مده بود
مرسی همه چی خوب بود,1,19,مرسی همه چی خوب بود
سالم و تازه رسید,1,16,سالم و تازه رسید
خیلی سریع و عالی بود.,1,21,خیلی سریع و عالی بود
سالاد کلم، نان پروتچن و حتی سس هم نداشت و در کل معمولی بود!,0,59,سالاد کلم نان پروتچن و حتی سس هم نداشت و در کل معمولی بود
کیفیت غذاهای باروژ خیلی پایین امده,0,34,کیفیت غذاهای باروژ خیلی پایین امده
ساعت طول کشید غذا سرد وبی کیفیت همش خمیر بود به جای پیتزا از بس خمیر پ-ن-بود مثل نون بربری بود محتوا پیتزا موادشم هم واقعا کم وبی کیفیت,0,135,ساعت طول کشید غذا سرد وبی کیفیت همش خمیر بود به جای پیتزا از بس خمیر پنبود مثل نون بربری بود محتوا پیتزا موادشم هم واقعا کم وبی کیفیت
کاملا ساندویچ تلخ و خیلی چرب بود خیلی بد بود,0,44,کاملا ساندویچ تلخ و خیلی چرب بود خیلی بد بود
سلام عالی بود خیلی زحمت کشیدید,1,30,سلام عالی بود خیلی زحمت کشیدید
مدتیه که کیفیت نون‌های سحر افت کرده، مینی ساندویچ کاملا بیات شده بود,0,68,مدتیه که کیفیت نونهای سحر افت کرده مینی ساندویچ کاملا بیات شده بود
تایم تحویل ۳۰ دقیقه بود که شد ۷۰ دقیقه!!,0,40,تایم تحویل  دقیقه بود که شد  دقیقه
یکم بیشتر برای ظاهر کیکتون وقت بزارید طعمش عالیه اما ظاهرش برای جشن تولد اصلا شکیل نبود,1,87,یکم بیشتر برای ظاهر کیکتون وقت بزارید طعمش عالیه اما ظاهرش برای جشن تولد اصلا شکیل نبود
کیک چسبیده بود به اطراف جعبه حمل نامناسب,0,40,کیک چسبیده بود به اطراف جعبه حمل نامناسب
شیرینی دارچین بسیار خوب و تازه. ممنونم,1,38,شیرینی دارچین بسیار خوب و تازه ممنونم
اصلا از این رستوران راضی نبودم,0,30,اصلا از این رستوران راضی نبودم
